Kota,Bulan,Suhu_Min,Suhu_Max,Suhu_Rata,Kelembaban,Tekanan_Udara,Kecepatan_Angin,Arah_Angin,Lama_Penyinaran,Curah_Hujan_mm,Intensitas_Hujan
Tegal,9,26.3,32.8,29.4,69.9,1015.1,6.5,U,8.6,0.0,Tidak Hujan
Solo,5,24.7,31.6,29.0,84.9,1001.6,4.0,T,8.7,4.1,Hujan Ringan
Semarang,12,,36.0,30.6,82.5,1012.3,5.0,BL,3.9,44.5,Hujan Sedang
Salatiga,7,24.4,30.7,27.8,88.5,959.3,9.8,U,11.0,1.8,Hujan Ringan
Salatiga,9,20.0,29.8,24.9,78.5,956.6,7.3,U,9.0,13.2,Hujan Ringan
Purwokerto,9,24.2,34.7,29.8,83.3,1005.4,2.4,TG,7.6,0.0,Tidak Hujan
Pekalongan,12,25.9,33.3,29.0,94.1,1017.5,22.6,TG,1.6,22.1,Hujan Sedang
Kudus,10,23.7,32.4,28.4,78.3,1007.0,5.1,B,5.1,8.0,Hujan Ringan
Kudus,11,26.5,31.2,28.8,86.0,1008.0,3.9,BL,7.1,33.8,Hujan Sedang
Purwokerto,9,22.9,32.5,28.0,80.3,1004.9,13.8,S,6.5,9.3,Hujan Ringan
Solo,6,25.3,29.7,27.0,83.4,1002.1,7.5,B,6.5,10.3,Hujan Ringan
Wonosobo,9,18.9,26.1,22.4,94.8,926.3,3.9,U,6.2,52.0,Hujan Lebat
Purwokerto,3,23.2,28.5,25.4,95.9,1002.9,15.3,B,3.6,125.9,Hujan Lebat
Kudus,7,23.5,32.5,29.1,82.2,1008.0,2.3,S,11.6,0.0,Tidak Hujan
Semarang,3,26.3,33.6,30.0,85.8,1008.7,3.3,U,5.5,44.7,Hujan Sedang
Semarang,8,25.0,34.0,29.7,78.7,1013.9,4.3,BL,6.6,0.0,Tidak Hujan
Tegal,3,25.7,37.1,31.1,89.1,1016.0,6.5,TG,4.0,33.1,Hujan Sedang
Salatiga,1,21.0,30.4,26.1,93.8,959.4,20.6,T,7.7,119.5,Hujan Lebat
Solo,12,21.5,33.4,27.4,75.9,997.9,3.5,S,7.0,35.2,Hujan Sedang
Wonosobo,2,18.5,,24.4,87.5,929.5,2.9,TL,6.1,144.1,Hujan Lebat
Solo,5,24.5,30.6,27.5,78.1,1006.7,22.7,B,9.0,0.0,Tidak Hujan
Kudus,5,23.7,33.0,27.8,70.5,1010.4,3.3,B,6.0,0.0,Tidak Hujan
Pekalongan,7,23.5,30.5,27.3,82.8,1011.7,12.3,BL,10.6,0.0,Tidak Hujan
Pekalongan,3,24.2,32.2,28.8,88.5,1010.9,2.9,B,5.0,34.2,Hujan Sedang
Purwokerto,2,24.5,31.7,28.8,86.8,1004.1,2.6,BL,5.6,25.9,Hujan Sedang
Tegal,5,23.8,34.3,28.6,84.6,1018.4,9.0,TG,4.6,15.5,Hujan Ringan
Purwokerto,4,24.1,33.1,29.1,93.4,,3.0,B,8.4,41.6,Hujan Sedang
Solo,5,24.2,34.3,30.0,75.5,998.4,4.9,TG,9.9,0.0,Tidak Hujan
Cilacap,9,23.7,32.7,27.9,82.1,1018.7,,BD,9.2,0.0,Tidak Hujan
Salatiga,7,21.6,30.5,26.6,79.3,959.1,10.2,BL,10.4,15.6,Hujan Ringan
Purwokerto,6,24.3,33.2,28.4,81.4,1002.9,4.1,S,7.9,0.0,Tidak Hujan
Purwokerto,3,22.2,33.5,28.7,86.4,1002.4,7.3,BD,6.2,37.8,Hujan Sedang
Salatiga,10,21.9,27.8,24.6,94.1,956.5,8.7,T,5.9,114.4,Hujan Lebat
Solo,11,23.9,32.2,27.6,84.2,1000.2,13.5,T,2.2,28.9,Hujan Sedang
Tegal,11,26.7,31.9,29.8,93.6,1016.7,4.9,S,7.0,27.8,Hujan Sedang
Magelang,2,21.3,28.3,24.7,99.0,971.5,,T,5.4,88.8,Hujan Lebat
Cilacap,12,25.3,34.9,30.0,89.0,1012.7,6.4,T,2.8,20.2,Hujan Sedang
Wonosobo,8,17.6,25.7,22.7,96.0,924.3,9.9,U,6.1,133.2,Hujan Lebat
Solo,2,23.3,31.6,27.3,83.8,1001.9,11.1,B,5.0,41.0,Hujan Sedang
Pekalongan,6,24.2,32.5,28.6,80.5,1016.4,5.8,B,10.4,0.0,Tidak Hujan
Semarang,11,25.3,35.7,30.5,76.2,1018.8,3.2,BD,5.1,13.3,Hujan Ringan
Salatiga,12,21.9,30.0,25.2,82.4,959.7,6.4,TG,7.6,149.0,Hujan Lebat
Tegal,2,26.3,31.3,29.2,83.2,1015.6,2.5,T,5.7,24.0,Hujan Sedang
Semarang,2,25.6,32.8,29.6,87.1,1011.5,13.8,BD,2.7,24.6,Hujan Sedang
Purwokerto,9,21.2,29.8,25.8,75.6,1003.6,,S,11.9,0.0,Tidak Hujan
Wonosobo,7,18.0,27.8,21.7,,924.2,11.2,TL,11.3,138.1,Hujan Lebat
Cilacap,9,23.4,31.3,26.5,79.0,1015.0,4.4,BL,10.1,0.0,Tidak Hujan
Magelang,8,22.2,28.8,25.6,81.9,970.0,5.3,TL,8.0,19.9,Hujan Ringan
Solo,11,25.1,32.0,28.4,91.7,1004.5,6.3,TG,6.1,48.4,Hujan Sedang
Magelang,11,22.7,29.9,26.3,91.6,970.4,9.9,T,,99.2,Hujan Lebat
Kudus,11,24.7,33.0,29.0,82.0,1014.2,8.3,T,4.1,25.3,Hujan Sedang
Salatiga,8,21.0,30.6,25.8,82.9,961.0,4.2,BD,7.2,17.9,Hujan Ringan
Cilacap,11,25.0,31.9,29.2,99.0,1012.8,7.5,S,6.7,38.2,Hujan Sedang
Semarang,6,23.4,34.2,28.7,71.8,1013.3,4.2,S,7.6,0.0,Tidak Hujan
Kudus,9,25.8,32.6,29.8,74.0,1011.4,6.2,BL,11.0,0.0,Tidak Hujan
Wonosobo,6,18.8,26.5,22.8,86.5,923.1,2.7,B,7.1,49.0,Hujan Sedang
Solo,9,24.2,33.2,28.7,80.9,1004.5,4.4,BL,7.6,5.6,Hujan Ringan
Kudus,5,26.7,33.8,30.7,67.0,1011.0,2.5,T,7.2,0.0,Tidak Hujan
Cilacap,8,24.9,31.0,28.6,81.9,1010.5,2.2,B,6.5,10.9,Hujan Ringan
Purwokerto,9,24.0,,27.9,77.4,1003.1,3.0,TL,,0.0,Tidak Hujan
Kudus,11,24.8,35.6,29.8,85.2,1009.0,6.7,T,5.2,20.6,Hujan Sedang
Magelang,10,22.7,31.9,26.7,93.8,970.5,6.0,T,4.2,138.7,Hujan Lebat
Kudus,4,23.6,32.5,27.8,77.8,1011.7,8.2,U,,41.8,Hujan Sedang
Cilacap,7,24.9,28.7,27.6,83.9,1015.9,7.2,TL,6.2,8.7,Hujan Ringan
Solo,12,24.8,30.7,28.1,86.5,1001.5,2.2,TG,9.3,38.3,Hujan Sedang
Solo,10,23.4,33.3,28.7,80.7,,3.0,T,3.7,37.3,Hujan Sedang
Semarang,3,25.7,35.4,30.5,80.2,1011.1,2.3,S,4.9,32.5,Hujan Sedang
Wonosobo,2,18.6,30.1,24.9,90.3,919.4,8.6,S,10.4,59.5,Hujan Lebat
Kudus,10,24.8,32.8,29.6,85.1,1015.3,6.0,B,3.2,44.5,Hujan Sedang
Solo,1,24.9,33.9,29.6,92.8,999.9,2.0,B,5.4,56.0,Hujan Lebat
Cilacap,10,25.1,29.7,27.5,92.2,1013.1,2.2,BL,4.8,39.0,Hujan Sedang
Magelang,11,,31.9,26.6,99.0,967.3,19.8,S,9.0,87.8,Hujan Lebat
Kudus,8,24.6,32.4,28.8,68.5,1013.9,9.8,BD,8.2,0.0,Tidak Hujan
Salatiga,12,21.9,29.2,25.0,,957.6,16.6,U,6.8,121.4,Hujan Lebat
Magelang,8,23.1,31.7,27.3,86.8,968.1,11.2,TL,6.2,42.6,Hujan Sedang
Salatiga,11,20.9,30.5,26.0,94.8,959.3,3.5,BL,5.1,93.9,Hujan Lebat
Pekalongan,11,24.7,,28.9,89.6,1012.6,3.7,BD,5.7,41.5,Hujan Sedang
Salatiga,6,21.7,29.9,25.6,85.8,,33.1,BL,7.3,38.2,Hujan Sedang
Salatiga,7,,29.0,25.0,80.5,963.3,25.3,BD,7.6,12.2,Hujan Ringan
Cilacap,1,22.4,31.3,26.7,89.5,1011.9,3.0,BD,7.7,33.5,Hujan Sedang
Solo,4,24.1,35.1,29.8,93.4,1002.5,5.1,B,6.6,41.4,Hujan Sedang
Wonosobo,7,19.0,23.4,22.0,82.7,,8.2,S,8.3,94.7,Hujan Lebat
Wonosobo,3,19.7,26.0,22.6,94.6,927.7,11.4,B,9.0,86.2,Hujan Lebat
Kudus,1,25.0,36.0,31.1,85.4,1011.1,3.2,BL,6.2,43.0,Hujan Sedang
Semarang,9,25.6,33.9,29.2,81.5,1013.4,14.0,TG,,0.0,Tidak Hujan
Solo,4,25.2,32.3,29.0,85.5,998.6,10.4,BL,7.3,44.2,Hujan Sedang
Purwokerto,9,22.6,33.0,28.3,87.3,1005.4,13.8,BD,5.5,13.6,Hujan Ringan
Tegal,7,25.3,34.4,29.3,75.8,1017.3,7.9,S,7.6,0.0,Tidak Hujan
Solo,6,26.8,31.3,28.4,81.8,1000.6,3.3,S,8.0,12.3,Hujan Ringan
Wonosobo,10,18.0,27.6,23.2,97.1,921.0,25.4,B,2.7,56.6,Hujan Lebat
Purwokerto,10,22.1,28.4,25.7,91.2,1006.7,2.6,S,4.1,78.8,Hujan Lebat
Wonosobo,9,19.5,25.0,22.2,86.6,925.5,5.2,TG,8.4,92.4,Hujan Lebat
Pekalongan,12,24.8,35.4,30.1,95.4,1013.3,6.1,T,2.9,33.9,Hujan Sedang
Wonosobo,11,21.8,29.7,25.8,97.2,923.1,7.9,TL,1.5,104.8,Hujan Lebat
Wonosobo,3,19.3,24.4,22.3,95.0,925.2,7.0,TG,4.5,143.7,Hujan Lebat
Kudus,3,25.9,32.8,29.0,82.9,1010.8,3.2,BD,1.1,37.0,Hujan Sedang
Salatiga,11,22.3,29.9,26.7,89.0,960.0,31.4,BL,5.3,67.8,Hujan Lebat
Kudus,10,25.7,31.8,29.2,80.9,1011.5,8.3,TL,9.0,19.0,Hujan Ringan
Salatiga,5,24.1,29.8,27.4,83.3,960.2,6.3,T,7.1,45.3,Hujan Sedang
Wonosobo,5,18.6,26.7,22.7,88.8,921.8,,B,5.2,81.4,Hujan Lebat
Pekalongan,10,25.3,33.6,29.2,90.5,1008.8,2.7,B,6.4,32.9,Hujan Sedang
